Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PPG,APG,RPG,SPG,BPG,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score,win_percentage,ranking,MVP
1.0,Shai Gilgeous-Alexander,26.0,OKC,PG,76.0,76.0,34.2,11.3,21.8,0.519,2.1,5.7,0.375,9.2,16.1,0.571,0.569,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,2.2,32.7,"MVP-1,DPOY-10,CPOY-8,AS,NBA1",0.4302631578947369,0.08421052631578947,0.06578947368421052,0.02236842105263158,0.013157894736842105,0.03073308270676692,0.016842105263157894,0.008223684210526315,0.02236842105263158,0.013157894736842105,0.45519999999999994,0.829,1.0,1
2.0,Giannis Antetokounmpo,30.0,MIL,PF,67.0,67.0,34.2,11.8,19.7,0.601,0.2,0.9,0.222,11.6,18.7,0.62,0.607,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,30.4,"MVP-3,DPOY-8,AS,NBA1",0.45373134328358206,0.09701492537313433,0.17761194029850746,0.013432835820895522,0.01791044776119403,0.032409381663113,0.019402985074626865,0.022201492537313433,0.013432835820895522,0.01791044776119403,0.4856,0.585,11.0,0
3.0,Nikola Jokić,29.0,DEN,C,70.0,70.0,36.7,11.2,19.5,0.576,2.0,4.7,0.417,9.3,14.8,0.627,0.627,5.2,6.4,0.8,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,29.6,"MVP-2,CPOY-2,AS,NBA1",0.4228571428571429,0.1457142857142857,0.1814285714285714,0.025714285714285714,0.008571428571428572,0.030204081632653063,0.029142857142857144,0.022678571428571426,0.025714285714285714,0.008571428571428572,0.5016,0.61,8.0,0
4.0,Luka Dončić,25.0,2TM,PG,50.0,50.0,35.4,9.2,20.5,0.45,3.5,9.6,0.368,5.7,10.9,0.522,0.536,6.2,7.9,0.782,0.8,7.4,8.2,7.7,1.8,0.4,3.6,2.5,28.2,,0.564,0.154,0.16399999999999998,0.036000000000000004,0.008,0.04028571428571428,0.0308,0.020499999999999997,0.036000000000000004,0.008,0.4288,,,0
5.0,Anthony Edwards,23.0,MIN,SG,79.0,79.0,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,"MVP-7,CPOY-3,AS,NBA2",0.34936708860759497,0.056962025316455694,0.07215189873417721,0.015189873417721518,0.007594936708860759,0.02495479204339964,0.01139240506329114,0.009018987341772151,0.015189873417721518,0.007594936708860759,0.43760000000000004,0.598,10.0,0
6.0,Jayson Tatum,26.0,BOS,PF,72.0,72.0,36.4,9.2,20.3,0.452,3.5,10.1,0.343,5.7,10.2,0.559,0.537,5.0,6.1,0.814,0.7,8.0,8.7,6.0,1.1,0.5,2.9,2.2,26.8,"MVP-4,CPOY-10,AS,NBA1",0.37222222222222223,0.08333333333333333,0.12083333333333332,0.015277777777777779,0.006944444444444444,0.026587301587301587,0.016666666666666666,0.015104166666666665,0.015277777777777779,0.006944444444444444,0.42960000000000004,0.744,3.0,0
7.0,Kevin Durant,36.0,PHO,PF,62.0,62.0,36.5,9.5,18.1,0.527,2.6,6.0,0.43,7.0,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6.0,4.2,0.8,1.2,3.1,1.7,26.6,AS,0.42903225806451617,0.06774193548387097,0.0967741935483871,0.012903225806451613,0.01935483870967742,0.030645161290322583,0.013548387096774195,0.012096774193548387,0.012903225806451613,0.01935483870967742,0.4784,0.439,21.0,0
8.0,Tyrese Maxey,24.0,PHI,PG,52.0,52.0,37.7,9.2,21.0,0.437,3.1,9.2,0.337,6.1,11.8,0.515,0.511,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,CPOY-10,0.5057692307692307,0.11730769230769231,0.06346153846153846,0.03461538461538462,0.007692307692307693,0.03612637362637362,0.02346153846153846,0.007932692307692307,0.03461538461538462,0.007692307692307693,0.4088,0.293,26.0,0
9.0,Cade Cunningham,23.0,DET,PG,70.0,70.0,35.0,9.8,20.8,0.469,2.1,6.0,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,"MVP-7,AS,NBA3",0.3728571428571429,0.13,0.08714285714285713,0.014285714285714285,0.011428571428571429,0.026632653061224493,0.026000000000000002,0.010892857142857142,0.014285714285714285,0.011428571428571429,0.4168,0.537,14.0,0
10.0,Jalen Brunson,28.0,NYK,PG,65.0,65.0,35.4,9.0,18.5,0.488,2.3,6.1,0.383,6.7,12.4,0.539,0.551,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,2.1,26.0,"MVP-10,CPOY-1,AS,NBA2",0.4,0.1123076923076923,0.04461538461538461,0.013846153846153847,0.0015384615384615385,0.028571428571428574,0.02246153846153846,0.0055769230769230765,0.013846153846153847,0.0015384615384615385,0.4408,0.622,5.0,0
11.0,Paolo Banchero,22.0,ORL,PF,46.0,46.0,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,,0.5630434782608695,0.10434782608695652,0.16304347826086957,0.017391304347826087,0.013043478260869565,0.04021739130434782,0.020869565217391303,0.020380434782608696,0.017391304347826087,0.013043478260869565,0.4,0.5,15.0,0
12.0,Devin Booker,28.0,PHO,SG,75.0,75.0,37.3,8.7,18.9,0.461,2.4,7.3,0.332,6.3,11.6,0.542,0.525,5.8,6.4,0.894,1.0,3.1,4.1,7.1,0.9,0.2,2.9,2.6,25.6,,0.3413333333333334,0.09466666666666666,0.05466666666666666,0.012,0.002666666666666667,0.024380952380952385,0.018933333333333333,0.006833333333333333,0.012,0.002666666666666667,0.42000000000000004,0.439,21.0,0
13.0,LaMelo Ball,23.0,CHO,PG,47.0,47.0,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.8,10.1,0.478,0.494,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,,0.5361702127659574,0.1574468085106383,0.10425531914893618,0.02340425531914894,0.006382978723404255,0.03829787234042553,0.03148936170212766,0.013031914893617023,0.02340425531914894,0.006382978723404255,0.3952,0.232,28.0,0
14.0,Damian Lillard,34.0,MIL,PG,58.0,58.0,36.1,7.7,17.1,0.448,3.4,9.0,0.376,4.3,8.1,0.528,0.547,6.2,6.8,0.921,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,24.9,AS,0.4293103448275862,0.12241379310344827,0.0810344827586207,0.020689655172413793,0.003448275862068966,0.03066502463054187,0.024482758620689653,0.010129310344827587,0.020689655172413793,0.003448275862068966,0.43760000000000004,0.585,11.0,0
15.0,Anthony Davis,31.0,2TM,C,51.0,51.0,33.5,9.2,17.8,0.516,0.7,2.4,0.282,8.5,15.4,0.553,0.536,5.6,7.2,0.775,2.6,8.9,11.6,3.5,1.2,2.2,2.2,1.9,24.7,AS,0.4843137254901961,0.06862745098039216,0.22745098039215686,0.023529411764705882,0.04313725490196079,0.03459383753501401,0.013725490196078433,0.028431372549019607,0.023529411764705882,0.04313725490196079,0.4288,,,0
16.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,"CPOY-10,AS",0.494,0.092,0.096,0.026000000000000002,0.01,0.03528571428571429,0.0184,0.012,0.026000000000000002,0.01,0.43920000000000003,0.476,19.0,0
17.0,Zion Williamson,24.0,NOP,PF,30.0,30.0,28.6,9.6,16.9,0.567,0.1,0.4,0.231,9.5,16.5,0.576,0.57,5.3,8.0,0.656,2.5,4.7,7.2,5.3,1.2,0.9,3.0,2.7,24.6,,0.8200000000000001,0.17666666666666667,0.24000000000000002,0.04,0.030000000000000002,0.05857142857142857,0.035333333333333335,0.030000000000000002,0.04,0.030000000000000002,0.45599999999999996,0.256,27.0,0
18.0,Stephen Curry,36.0,GSW,PG,70.0,70.0,32.2,8.1,18.0,0.448,4.4,11.2,0.397,3.6,6.8,0.534,0.572,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,24.5,"MVP-9,CPOY-5,AS,NBA2",0.35,0.08571428571428572,0.06285714285714286,0.015714285714285715,0.005714285714285714,0.024999999999999998,0.017142857142857144,0.007857142857142858,0.015714285714285715,0.005714285714285714,0.45759999999999995,0.585,12.0,0
19.0,LeBron James,40.0,LAL,SF,70.0,70.0,34.9,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,"MVP-6,CPOY-7,AS,NBA2",0.34857142857142853,0.11714285714285713,0.11142857142857143,0.014285714285714285,0.008571428571428572,0.024897959183673466,0.023428571428571427,0.013928571428571429,0.014285714285714285,0.008571428571428572,0.4568,0.61,7.0,0
20.0,Karl-Anthony Towns,29.0,NYK,C,72.0,72.0,35.0,8.9,16.9,0.526,2.0,4.7,0.42,6.9,12.2,0.567,0.584,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1.0,0.7,2.7,3.5,24.4,"AS,NBA3",0.33888888888888885,0.043055555555555555,0.17777777777777778,0.013888888888888888,0.009722222222222222,0.024206349206349204,0.008611111111111111,0.022222222222222223,0.013888888888888888,0.009722222222222222,0.46719999999999995,0.622,5.0,0
21.0,Victor Wembanyama,21.0,SAS,C,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,AS,0.5282608695652175,0.08043478260869566,0.2391304347826087,0.02391304347826087,0.08260869565217391,0.03773291925465839,0.01608695652173913,0.029891304347826088,0.02391304347826087,0.08260869565217391,0.44720000000000004,0.415,23.0,0
22.0,Franz Wagner,23.0,ORL,SF,60.0,60.0,33.7,9.0,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,,0.4033333333333333,0.07833333333333334,0.095,0.021666666666666667,0.006666666666666667,0.02880952380952381,0.01566666666666667,0.011875,0.021666666666666667,0.006666666666666667,0.4056,0.5,15.0,0
23.0,Trae Young,26.0,ATL,PG,76.0,76.0,36.0,7.4,18.1,0.411,2.9,8.4,0.34,4.6,9.7,0.474,0.491,6.5,7.4,0.875,0.5,2.6,3.1,11.6,1.2,0.2,4.7,1.9,24.2,"CPOY-4,AS",0.31842105263157894,0.15263157894736842,0.04078947368421053,0.015789473684210527,0.002631578947368421,0.02274436090225564,0.030526315789473686,0.005098684210526316,0.015789473684210527,0.002631578947368421,0.3928,0.488,16.0,0
24.0,Donovan Mitchell,28.0,CLE,SG,71.0,71.0,31.4,8.2,18.6,0.443,3.3,8.9,0.368,5.0,9.7,0.512,0.531,4.2,5.1,0.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,24.0,"MVP-5,CPOY-9,AS,NBA1",0.3380281690140845,0.07042253521126761,0.06338028169014084,0.018309859154929577,0.0028169014084507044,0.02414486921529175,0.014084507042253521,0.007922535211267605,0.018309859154929577,0.0028169014084507044,0.4248,0.78,2.0,0
25.0,Cam Thomas,23.0,BRK,SG,25.0,23.0,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,,0.96,0.152,0.132,0.024,0.004,0.06857142857142857,0.0304,0.0165,0.024,0.004,0.4104,0.317,25.0,0
26.0,Tyler Herro,25.0,MIA,SG,77.0,77.0,35.4,8.5,17.9,0.472,3.3,8.7,0.375,5.2,9.2,0.565,0.563,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9,AS,0.3103896103896104,0.07142857142857142,0.06753246753246754,0.011688311688311689,0.0025974025974025974,0.022170686456400742,0.014285714285714285,0.008441558441558443,0.011688311688311689,0.0025974025974025974,0.45039999999999997,0.451,20.0,0
27.0,Joel Embiid,30.0,PHI,C,19.0,19.0,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,,1.2526315789473685,0.23684210526315788,0.431578947368421,0.03684210526315789,0.04736842105263158,0.08947368421052633,0.047368421052631574,0.053947368421052626,0.03684210526315789,0.04736842105263158,0.3848,0.293,26.0,0
28.0,De'Aaron Fox,27.0,2TM,PG,62.0,62.0,36.1,8.7,18.8,0.463,1.9,6.1,0.31,6.8,12.6,0.538,0.514,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,,0.3790322580645161,0.10161290322580645,0.07741935483870968,0.024193548387096774,0.0064516129032258064,0.02707373271889401,0.02032258064516129,0.00967741935483871,0.024193548387096774,0.0064516129032258064,0.4112,,,0
29.0,Zach LaVine,29.0,2TM,SG,74.0,74.0,35.2,8.4,16.5,0.511,3.2,7.2,0.446,5.2,9.3,0.562,0.609,3.2,3.9,0.825,0.3,4.0,4.3,4.2,0.8,0.2,2.8,1.6,23.3,,0.31486486486486487,0.05675675675675676,0.058108108108108104,0.010810810810810811,0.002702702702702703,0.02249034749034749,0.011351351351351352,0.007263513513513513,0.010810810810810811,0.002702702702702703,0.48719999999999997,,,0
30.0,Ja Morant,25.0,MEM,PG,50.0,50.0,30.4,8.1,17.8,0.454,1.8,5.7,0.309,6.3,12.1,0.523,0.504,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,,0.46399999999999997,0.146,0.08199999999999999,0.024,0.004,0.03314285714285714,0.029199999999999997,0.010249999999999999,0.024,0.004,0.4032,0.585,13.0,0
31.0,James Harden,35.0,LAC,PG,79.0,79.0,35.3,6.7,16.4,0.41,3.0,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,"MVP-10,AS,NBA3",0.28860759493670884,0.110126582278481,0.07341772151898734,0.0189873417721519,0.008860759493670885,0.02061482820976492,0.0220253164556962,0.009177215189873418,0.0189873417721519,0.008860759493670885,0.4008,0.61,9.0,0
32.0,Jaylen Brown,28.0,BOS,SF,63.0,63.0,34.3,8.2,17.7,0.463,1.8,5.7,0.324,6.4,12.1,0.529,0.515,3.9,5.1,0.764,1.3,4.5,5.8,4.5,1.2,0.3,2.6,2.4,22.2,AS,0.35238095238095235,0.07142857142857142,0.09206349206349206,0.019047619047619046,0.0047619047619047615,0.025170068027210883,0.014285714285714285,0.011507936507936507,0.019047619047619046,0.0047619047619047615,0.41200000000000003,0.744,3.0,0
33.0,DeMar DeRozan,35.0,SAC,SF,77.0,77.0,35.9,8.1,17.0,0.477,1.1,3.3,0.328,7.0,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,,0.2883116883116883,0.05714285714285715,0.050649350649350645,0.01038961038961039,0.005194805194805195,0.02059369202226345,0.01142857142857143,0.006331168831168831,0.01038961038961039,0.005194805194805195,0.4072,0.488,17.0,0
34.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,,1.2333333333333334,0.2888888888888889,0.3111111111111111,0.05,0.03333333333333333,0.0880952380952381,0.05777777777777778,0.03888888888888889,0.05,0.03333333333333333,0.42400000000000004,0.256,27.0,0
35.0,Jaren Jackson Jr.,25.0,MEM,C,74.0,74.0,29.8,8.0,16.4,0.488,2.0,5.3,0.375,6.0,11.1,0.541,0.548,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,22.2,"DPOY-7,AS,DEF2",0.3,0.02702702702702703,0.07567567567567567,0.016216216216216217,0.02027027027027027,0.02142857142857143,0.005405405405405406,0.009459459459459458,0.016216216216216217,0.02027027027027027,0.4384,0.585,13.0,0
36.0,Norman Powell,31.0,LAC,SG,60.0,60.0,32.6,7.6,15.8,0.484,3.0,7.1,0.418,4.6,8.6,0.538,0.578,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,,0.36333333333333334,0.035,0.05333333333333334,0.02,0.0033333333333333335,0.025952380952380952,0.007000000000000001,0.006666666666666667,0.02,0.0033333333333333335,0.4624,0.61,9.0,0
37.0,Jalen Williams,23.0,OKC,SG,69.0,69.0,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12.0,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,"AS,NBA3,DEF2",0.3130434782608696,0.07391304347826086,0.07681159420289854,0.02318840579710145,0.010144927536231883,0.02236024844720497,0.014782608695652172,0.009601449275362318,0.02318840579710145,0.010144927536231883,0.42960000000000004,0.829,1.0,0
38.0,Kawhi Leonard,33.0,LAC,SF,37.0,37.0,31.9,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,,0.581081081081081,0.08378378378378379,0.15945945945945947,0.043243243243243246,0.013513513513513514,0.0415057915057915,0.01675675675675676,0.019932432432432434,0.043243243243243246,0.013513513513513514,0.44800000000000006,0.61,9.0,0
39.0,Jamal Murray,27.0,DEN,PG,67.0,67.0,36.1,7.9,16.7,0.474,2.3,5.9,0.393,5.6,10.8,0.518,0.543,3.3,3.7,0.886,0.7,3.2,3.9,6.0,1.4,0.5,2.1,1.9,21.4,,0.31940298507462683,0.08955223880597014,0.058208955223880594,0.0208955223880597,0.007462686567164179,0.022814498933901917,0.017910447761194027,0.007276119402985074,0.0208955223880597,0.007462686567164179,0.4344,0.61,8.0,0
40.0,Trey Murphy III,24.0,NOP,SF,53.0,51.0,35.0,7.2,15.8,0.454,3.0,8.3,0.361,4.2,7.6,0.556,0.548,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,,0.39999999999999997,0.0660377358490566,0.09622641509433962,0.020754716981132078,0.01320754716981132,0.02857142857142857,0.013207547169811321,0.012028301886792452,0.020754716981132078,0.01320754716981132,0.4384,0.256,27.0,0
41.0,RJ Barrett,24.0,TOR,SF,58.0,58.0,32.2,7.9,16.9,0.468,1.8,5.3,0.35,6.1,11.7,0.522,0.523,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,21.1,,0.36379310344827587,0.09310344827586207,0.10862068965517241,0.013793103448275864,0.005172413793103448,0.025985221674876848,0.018620689655172416,0.013577586206896551,0.013793103448275864,0.005172413793103448,0.4184,0.366,24.0,0
42.0,CJ McCollum,33.0,NOP,PG,56.0,56.0,32.7,7.9,17.9,0.444,3.1,8.2,0.373,4.9,9.7,0.505,0.53,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,,0.37678571428571433,0.0732142857142857,0.06785714285714285,0.014285714285714287,0.0071428571428571435,0.026913265306122452,0.014642857142857141,0.008482142857142856,0.014285714285714287,0.0071428571428571435,0.42400000000000004,0.256,27.0,0
43.0,Jalen Green,22.0,HOU,SG,82.0,82.0,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,,0.25609756097560976,0.041463414634146344,0.05609756097560975,0.010975609756097562,0.0036585365853658534,0.018292682926829267,0.008292682926829269,0.007012195121951219,0.010975609756097562,0.0036585365853658534,0.404,0.634,4.0,0
44.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,0.7777777777777778,0.13333333333333333,0.1814814814814815,0.040740740740740744,0.025925925925925925,0.05555555555555556,0.026666666666666665,0.022685185185185187,0.040740740740740744,0.025925925925925925,0.4072,0.232,28.0,0
45.0,Darius Garland,25.0,CLE,PG,75.0,75.0,30.7,7.4,15.7,0.472,2.8,7.1,0.401,4.6,8.6,0.53,0.562,3.0,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,"CPOY-6,AS",0.27466666666666667,0.08933333333333333,0.03866666666666667,0.016,0.0013333333333333335,0.01961904761904762,0.017866666666666666,0.004833333333333334,0.016,0.0013333333333333335,0.44960000000000006,0.78,2.0,0
46.0,Jordan Poole,25.0,WAS,SG,68.0,68.0,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,,0.3014705882352941,0.0661764705882353,0.04411764705882353,0.01911764705882353,0.0058823529411764705,0.02153361344537815,0.013235294117647059,0.0055147058823529415,0.01911764705882353,0.0058823529411764705,0.43520000000000003,0.22,29.0,0
47.0,Coby White,24.0,CHI,SG,74.0,73.0,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,0.27567567567567564,0.060810810810810814,0.05,0.012162162162162163,0.002702702702702703,0.01969111969111969,0.012162162162162163,0.00625,0.012162162162162163,0.002702702702702703,0.44000000000000006,0.476,18.0,0
48.0,Miles Bridges,26.0,CHO,PF,64.0,64.0,31.7,7.3,17.0,0.431,2.2,7.0,0.313,5.1,10.0,0.513,0.495,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,,0.3171875,0.0609375,0.1171875,0.0109375,0.0109375,0.02265625,0.0121875,0.0146484375,0.0109375,0.0109375,0.396,0.232,28.0,0
49.0,Austin Reaves,26.0,LAL,SG,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,0.27671232876712326,0.07945205479452054,0.06164383561643835,0.015068493150684932,0.00410958904109589,0.019765166340508806,0.01589041095890411,0.007705479452054794,0.015068493150684932,0.00410958904109589,0.44480000000000003,0.61,7.0,0
50.0,Pascal Siakam,30.0,IND,PF,78.0,78.0,32.7,7.9,15.2,0.519,1.6,4.2,0.389,6.2,11.0,0.568,0.572,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2,AS,0.25897435897435894,0.04358974358974359,0.08846153846153847,0.011538461538461539,0.00641025641025641,0.018498168498168495,0.008717948717948718,0.011057692307692308,0.011538461538461539,0.00641025641025641,0.45759999999999995,0.61,6.0,0
51.0,Kristaps Porziņģis,29.0,BOS,C,42.0,42.0,28.8,6.6,13.7,0.483,2.5,6.0,0.412,4.1,7.7,0.537,0.572,3.8,4.7,0.809,1.6,5.1,6.8,2.1,0.7,1.5,1.3,2.8,19.5,,0.4642857142857143,0.05,0.1619047619047619,0.016666666666666666,0.03571428571428571,0.03316326530612245,0.01,0.02023809523809524,0.016666666666666666,0.03571428571428571,0.45759999999999995,0.744,3.0,0
52.0,Scottie Barnes,23.0,TOR,PF,65.0,65.0,32.8,7.3,16.4,0.446,1.2,4.3,0.271,6.1,12.0,0.508,0.482,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,,0.29692307692307696,0.08923076923076922,0.11846153846153847,0.021538461538461538,0.015384615384615385,0.02120879120879121,0.017846153846153845,0.014807692307692308,0.021538461538461538,0.015384615384615385,0.3856,0.366,24.0,0
53.0,Anfernee Simons,25.0,POR,SG,70.0,70.0,32.7,6.8,16.1,0.426,3.1,8.5,0.363,3.8,7.6,0.496,0.521,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3,,0.27571428571428575,0.06857142857142857,0.038571428571428576,0.012857142857142857,0.0014285714285714286,0.019693877551020412,0.013714285714285715,0.004821428571428572,0.012857142857142857,0.0014285714285714286,0.4168,0.439,22.0,0
54.0,Desmond Bane,26.0,MEM,SG,69.0,68.0,32.0,7.1,14.8,0.484,2.4,6.1,0.392,4.8,8.7,0.548,0.565,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,,0.2782608695652174,0.07681159420289854,0.08840579710144927,0.017391304347826087,0.005797101449275362,0.01987577639751553,0.015362318840579708,0.01105072463768116,0.017391304347826087,0.005797101449275362,0.45199999999999996,0.585,13.0,0
55.0,Domantas Sabonis,28.0,SAC,C,70.0,70.0,34.7,7.5,12.8,0.59,0.9,2.2,0.417,6.6,10.5,0.627,0.627,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,3.3,19.1,,0.27285714285714285,0.08571428571428572,0.19857142857142857,0.01,0.005714285714285714,0.019489795918367348,0.017142857142857144,0.02482142857142857,0.01,0.005714285714285714,0.5016,0.488,17.0,0
56.0,Alperen Şengün,22.0,HOU,C,76.0,76.0,31.5,7.5,15.0,0.496,0.3,1.2,0.233,7.2,13.9,0.519,0.505,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,AS,0.2513157894736842,0.06447368421052632,0.1355263157894737,0.014473684210526317,0.010526315789473684,0.017951127819548874,0.012894736842105264,0.01694078947368421,0.014473684210526317,0.010526315789473684,0.404,0.634,4.0,0
57.0,John Collins,27.0,UTA,PF,40.0,31.0,30.5,7.0,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,0.583,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,,0.475,0.05,0.205,0.025,0.025,0.033928571428571426,0.01,0.025625,0.025,0.025,0.4664,0.207,30.0,0
58.0,Lauri Markkanen,27.0,UTA,PF,47.0,47.0,31.4,6.3,14.9,0.423,2.9,8.5,0.346,3.4,6.4,0.525,0.521,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,,0.40425531914893614,0.031914893617021274,0.12553191489361704,0.014893617021276595,0.00851063829787234,0.028875379939209724,0.006382978723404255,0.01569148936170213,0.014893617021276595,0.00851063829787234,0.4168,0.207,30.0,0
59.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,0.5249999999999999,0.1388888888888889,0.2777777777777778,0.044444444444444446,0.027777777777777776,0.03749999999999999,0.02777777777777778,0.034722222222222224,0.044444444444444446,0.027777777777777776,0.4328,0.488,16.0,0
